"id","demandid","taxheadcode","taxamount","collectionamount","createdby","createdtime","lastmodifiedby","lastmodifiedtime","tenantid","additionaldetails"
"97db741b-02ba-46ec-ae0b-0ac7141c8ddd","cc005d00-16c7-4b2f-9372-f5e3209d81c6","BPA_SANC_ADJUSTMENT_AMOUNT",14010.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"od.bhubaneswardevelopmentauthority","null"
"f1fd5eb1-c5ab-4f78-81a7-2dee7a3eb35e","cc005d00-16c7-4b2f-9372-f5e3209d81c6","BPA_SANC_EIDP_FEE",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"od.bhubaneswardevelopmentauthority","null"
"13169939-3694-4319-be5b-5ef28a29b22f","cc005d00-16c7-4b2f-9372-f5e3209d81c6","BPA_SANC_PUR_FAR",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"od.bhubaneswardevelopmentauthority","null"
"13025027-b4ae-455d-ac99-226443064a86","cc005d00-16c7-4b2f-9372-f5e3209d81c6","BPA_SANC_SECURITY_DEPOSIT",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"od.bhubaneswardevelopmentauthority","null"
"03424165-07e0-458f-8e90-41b9cdef93d2","cc005d00-16c7-4b2f-9372-f5e3209d81c6","BPA_SANC_TEMP_RETENTION_FEE",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"od.bhubaneswardevelopmentauthority","null"
"642d09c6-e7ea-4e6e-9610-65eb127533d0","cc005d00-16c7-4b2f-9372-f5e3209d81c6","BPA_SANC_SHELTER_FEE",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"od.bhubaneswardevelopmentauthority","null"
"a7e322b2-f1a3-4006-90ca-80844d47d808","cc005d00-16c7-4b2f-9372-f5e3209d81c6","BPA_SANC_WORKER_WELFARE_CESS",62833.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"od.bhubaneswardevelopmentauthority","null"
"8b18e6d5-0ee3-49a9-a954-cb0a9e3f145d","cc005d00-16c7-4b2f-9372-f5e3209d81c6","BPA_SANC_SANC_FEE",4809.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665207545807,"od.bhubaneswardevelopmentauthority","null"
"e0fdeebb-4ee6-43bb-94bb-67a7031502de","d71e71d6-1d09-48b6-974f-5f0f5d2c97e8","BPA_SANC_ADJUSTMENT_AMOUNT",14010.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"od.bhubaneswardevelopmentauthority","null"
"94805ff6-6c17-4aa7-89c1-f6929a9b07eb","d71e71d6-1d09-48b6-974f-5f0f5d2c97e8","BPA_SANC_EIDP_FEE",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"od.bhubaneswardevelopmentauthority","null"
"cc0e6d08-2c2a-422f-a506-676256654df0","d71e71d6-1d09-48b6-974f-5f0f5d2c97e8","BPA_SANC_PUR_FAR",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"od.bhubaneswardevelopmentauthority","null"
"e36bdc14-15d5-4a03-8df0-914e768c2ed4","d71e71d6-1d09-48b6-974f-5f0f5d2c97e8","BPA_SANC_SECURITY_DEPOSIT",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"od.bhubaneswardevelopmentauthority","null"
"efda1236-0d77-4c5d-af5b-ab2b99a44296","d71e71d6-1d09-48b6-974f-5f0f5d2c97e8","BPA_SANC_TEMP_RETENTION_FEE",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"od.bhubaneswardevelopmentauthority","null"
"15627628-f747-41f8-a353-e205e9bab43b","d71e71d6-1d09-48b6-974f-5f0f5d2c97e8","BPA_SANC_SHELTER_FEE",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"od.bhubaneswardevelopmentauthority","null"
"b2ab6009-c01e-4d50-9f75-93792557b8cc","d71e71d6-1d09-48b6-974f-5f0f5d2c97e8","BPA_SANC_WORKER_WELFARE_CESS",62833.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"od.bhubaneswardevelopmentauthority","null"
"6741a0d2-323a-4353-87a3-d6b81b07d1cc","d71e71d6-1d09-48b6-974f-5f0f5d2c97e8","BPA_SANC_SANC_FEE",4809.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665128004706,"od.bhubaneswardevelopmentauthority","null"
"20d560e3-057d-4479-b0d9-f3908e4f9742","d401b2c6-d8e7-42df-b525-0b15d46f43a1","BPA_SANC_ADJUSTMENT_AMOUNT",14010.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"od.bhubaneswardevelopmentauthority","null"
"e1b446cb-f6fe-43ca-af67-e62367977520","d401b2c6-d8e7-42df-b525-0b15d46f43a1","BPA_SANC_EIDP_FEE",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"od.bhubaneswardevelopmentauthority","null"
"f670804b-6c63-48b4-aedf-48623406e820","d401b2c6-d8e7-42df-b525-0b15d46f43a1","BPA_SANC_PUR_FAR",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"od.bhubaneswardevelopmentauthority","null"
"21639630-c3ad-4c95-ab4c-8b619f9f89b0","d401b2c6-d8e7-42df-b525-0b15d46f43a1","BPA_SANC_SECURITY_DEPOSIT",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"od.bhubaneswardevelopmentauthority","null"
"494b04ab-9c84-4f08-b796-189183016e62","d401b2c6-d8e7-42df-b525-0b15d46f43a1","BPA_SANC_TEMP_RETENTION_FEE",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"od.bhubaneswardevelopmentauthority","null"
"7a741cec-2f19-4168-9980-1f8f9c7d3f8a","d401b2c6-d8e7-42df-b525-0b15d46f43a1","BPA_SANC_SHELTER_FEE",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"od.bhubaneswardevelopmentauthority","null"
"d9492522-4eb1-4d63-8358-718aeaa35ff7","d401b2c6-d8e7-42df-b525-0b15d46f43a1","BPA_SANC_WORKER_WELFARE_CESS",62833.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"od.bhubaneswardevelopmentauthority","null"
"4e7821fe-7361-4581-a42e-02113d0fd83a","d401b2c6-d8e7-42df-b525-0b15d46f43a1","BPA_SANC_SANC_FEE",4809.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208810946,"od.bhubaneswardevelopmentauthority","null"
"6ebae1fd-39ff-4970-b9bb-10f2da62239c","cb58c48d-3822-4d32-a3d2-0eea2a58c13c","BPA_SANC_ADJUSTMENT_AMOUNT",14010.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"od.bhubaneswardevelopmentauthority","null"
"cb3d46af-48d2-43e1-bf04-2a16bd46deb0","cb58c48d-3822-4d32-a3d2-0eea2a58c13c","BPA_SANC_EIDP_FEE",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"od.bhubaneswardevelopmentauthority","null"
"23cda40c-ed02-4ffb-b196-5879d965e5f2","cb58c48d-3822-4d32-a3d2-0eea2a58c13c","BPA_SANC_PUR_FAR",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"od.bhubaneswardevelopmentauthority","null"
"7c5fe65c-5159-421e-b4df-c13274a77fde","cb58c48d-3822-4d32-a3d2-0eea2a58c13c","BPA_SANC_SECURITY_DEPOSIT",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"od.bhubaneswardevelopmentauthority","null"
"8f317949-e06a-4554-b506-6557c2afe156","cb58c48d-3822-4d32-a3d2-0eea2a58c13c","BPA_SANC_TEMP_RETENTION_FEE",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"od.bhubaneswardevelopmentauthority","null"
"67940071-11aa-4889-8d9d-3a9907d950cd","cb58c48d-3822-4d32-a3d2-0eea2a58c13c","BPA_SANC_SHELTER_FEE",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"od.bhubaneswardevelopmentauthority","null"
"d69cb710-d196-4659-9fcf-20d1d48f5aff","cb58c48d-3822-4d32-a3d2-0eea2a58c13c","BPA_SANC_WORKER_WELFARE_CESS",62833.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"od.bhubaneswardevelopmentauthority","null"
"afea13f5-92ae-49a5-a8de-7404e40213dc","cb58c48d-3822-4d32-a3d2-0eea2a58c13c","BPA_SANC_SANC_FEE",4809.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665208772692,"od.bhubaneswardevelopmentauthority","null"
"52a10057-5b8a-4cae-98cf-04567284f8b0","b5fa82ba-833c-468b-a7b0-aa3efbd7e35a","BPA_SANC_SANC_FEE",4809.00,4809.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665127470994,"DAILY_RECONC_JOB",1665381942451,"od.bhubaneswardevelopmentauthority","null"
"341d501e-773d-4444-987f-f3817b11728f","b5fa82ba-833c-468b-a7b0-aa3efbd7e35a","BPA_SANC_WORKER_WELFARE_CESS",62833.00,62833.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665127470994,"DAILY_RECONC_JOB",1665381942451,"od.bhubaneswardevelopmentauthority","null"
"a323a6a7-684a-449e-9e1b-b05035c2f6b9","b5fa82ba-833c-468b-a7b0-aa3efbd7e35a","BPA_SANC_SHELTER_FEE",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665127470994,"DAILY_RECONC_JOB",1665381942451,"od.bhubaneswardevelopmentauthority","null"
"056613e0-63d2-4c5b-8ec5-53541a15ee7c","b5fa82ba-833c-468b-a7b0-aa3efbd7e35a","BPA_SANC_ADJUSTMENT_AMOUNT",14010.00,14010.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665127470994,"DAILY_RECONC_JOB",1665381942451,"od.bhubaneswardevelopmentauthority","null"
"a1a2e56a-e72d-43e8-8757-5051a333ac9a","b5fa82ba-833c-468b-a7b0-aa3efbd7e35a","BPA_SANC_EIDP_FEE",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665127470994,"DAILY_RECONC_JOB",1665381942451,"od.bhubaneswardevelopmentauthority","null"
"beaa03d2-2cf0-45da-89be-dc014e2b4cbb","b5fa82ba-833c-468b-a7b0-aa3efbd7e35a","BPA_SANC_PUR_FAR",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665127470994,"DAILY_RECONC_JOB",1665381942451,"od.bhubaneswardevelopmentauthority","null"
"d8ea8866-638f-4ef8-ba52-ccbef01f47fa","b5fa82ba-833c-468b-a7b0-aa3efbd7e35a","BPA_SANC_SECURITY_DEPOSIT",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665127470994,"DAILY_RECONC_JOB",1665381942451,"od.bhubaneswardevelopmentauthority","null"
"184bf659-0eda-4038-a9ee-497b16d0cc0f","b5fa82ba-833c-468b-a7b0-aa3efbd7e35a","BPA_SANC_TEMP_RETENTION_FEE",0.00,0.00,"c1004bbb-8c3f-459b-8e6d-776f21e0a361",1665127470994,"DAILY_RECONC_JOB",1665381942451,"od.bhubaneswardevelopmentauthority","null"
